rownames,gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3
120774,male,cauc,1979 Q4,regular+aide,regular,regular,regular,445.0,492.0,532.0,577.0,449.0,512.0,490.0,579.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,probation,level1,level1,17.0,0.0,8.0,22.0,cauc,cauc,cauc,cauc,25.0,25.0,25.0,25.0,58.0,58.0,58.0,58.0
120796,female,cauc,1980 Q2,,,,regular+aide,,,,624.0,,,,579.0,,,,non-free,,,,suburban,,,,master,,,,level3,,,,19.0,,,,cauc,,,,11.0,,,,21.0
120817,male,afam,1979 Q1,,,,regular+aide,,,,587.0,,,,586.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,33.0,,,,afam,,,,11.0,,,,32.0
120831,female,cauc,1979 Q1,,,regular+aide,regular+aide,,,569.0,610.0,,,570.0,597.0,,,non-free,free,,,rural,rural,,,bachelor,bachelor,,,level1,level1,,,6.0,7.0,,,afam,cauc,,,24.0,24.0,,,57.0,57.0
120843,male,afam,1979 Q3,,small,small,,,471.0,524.0,,,542.0,533.0,,,free,free,,,inner-city,inner-city,,,bachelor,bachelor,,,notladder,level1,,,9.0,31.0,,,afam,afam,,,11.0,11.0,,,19.0,19.0,
120855,male,afam,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,,480.0,529.0,578.0,,493.0,546.0,582.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,,level1,level1,level1,2.0,10.0,14.0,33.0,cauc,cauc,cauc,afam,11.0,11.0,11.0,11.0,32.0,32.0,32.0,32.0
120876,female,cauc,1979 Q2,,,,small,,,,,,,,570.0,,,,non-free,,,,rural,,,,bachelor,,,,apprentice,,,,1.0,,,,cauc,,,,35.0,,,,70.0
120891,female,cauc,1980 Q3,,regular,,,,501.0,,,,488.0,,,,free,,,,urban,,,,bachelor,,,,level1,,,,11.0,,,,cauc,,,,27.0,,,,60.0,,
120902,female,cauc,1979 Q4,,small,small,small,,503.0,568.0,612.0,,523.0,568.0,616.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,bachelor,bachelor,master,,level1,apprentice,level1,,8.0,1.0,8.0,,cauc,cauc,cauc,,18.0,18.0,18.0,,46.0,46.0,46.0
120926,female,cauc,1980 Q2,,,,regular+aide,,,,,,,,,,,,free,,,,rural,,,,master,,,,level2,,,,15.0,,,,cauc,,,,40.0,,,,77.0
120941,male,cauc,1980 Q2,regular,,,,393.0,,,,423.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,13.0,,,,cauc,,,,24.0,,,,56.0,,,
120961,female,cauc,1980 Q1,small,small,,,453.0,590.0,,,513.0,584.0,,,non-free,non-free,,,urban,urban,,,master,master,,,level1,level1,,,13.0,15.0,,,cauc,cauc,,,13.0,13.0,,,37.0,37.0,,
120974,male,afam,1980 Q2,regular,,,,405.0,,,,423.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,11.0,,,,afam,,,,11.0,,,,15.0,,,
120983,male,afam,1978 Q4,,,,regular+aide,,,,536.0,,,,555.0,,,,,,,,inner-city,,,,bachelor,,,,probation,,,,2.0,,,,cauc,,,,11.0,,,,29.0
121009,,,1980 Q1,,,regular,,,,521.0,,,,538.0,,,,,,,,inner-city,,,,master,,,,probation,,,,24.0,,,,afam,,,,11.0,,,,27.0,
121023,male,cauc,1978 Q1,,,,regular+aide,,,,600.0,,,,596.0,,,,free,,,,rural,,,,master,,,,level1,,,,15.0,,,,cauc,,,,34.0,,,,68.0
121033,male,cauc,1979 Q3,,regular,regular,regular,,604.0,627.0,657.0,,578.0,632.0,659.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,master,specialist,master,,notladder,level1,level1,,18.0,15.0,20.0,,cauc,cauc,cauc,,17.0,17.0,17.0,,41.0,41.0,41.0
121050,male,afam,1980 Q3,regular,regular+aide,regular+aide,regular+aide,410.0,451.0,539.0,600.0,478.0,497.0,554.0,631.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,master,apprentice,level1,level1,probation,1.0,6.0,9.0,12.0,afam,cauc,afam,cauc,11.0,11.0,11.0,11.0,22.0,22.0,22.0,22.0
121064,female,afam,1979 Q4,,regular,regular,regular,,456.0,571.0,508.0,,515.0,545.0,554.0,,free,free,free,,suburban,suburban,suburban,,master,bachelor,master,,level1,level1,notladder,,7.0,3.0,14.0,,afam,afam,afam,,18.0,18.0,18.0,,44.0,44.0,44.0
121087,male,cauc,1980 Q1,small,,small,regular+aide,453.0,,582.0,,547.0,,603.0,,free,,free,free,rural,,rural,rural,specialist,,bachelor,bachelor,level1,,level1,level1,14.0,,8.0,30.0,cauc,,cauc,cauc,1.0,,1.0,1.0,1.0,,1.0,1.0
121101,male,afam,1980 Q2,regular,,,,445.0,,,,489.0,,,,free,,,,inner-city,,,,bachelor,,,,apprentice,,,,1.0,,,,afam,,,,11.0,,,,22.0,,,
121110,male,cauc,1979 Q4,small,small,small,small,497.0,651.0,684.0,661.0,626.0,562.0,615.0,636.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,notladder,level1,level1,4.0,27.0,10.0,4.0,cauc,cauc,cauc,cauc,16.0,16.0,16.0,16.0,40.0,40.0,40.0,40.0
121134,female,cauc,1980 Q2,regular,regular,regular+aide,regular+aide,439.0,524.0,584.0,604.0,478.0,538.0,554.0,629.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,bachelor,level1,apprentice,level1,level1,12.0,2.0,18.0,21.0,cauc,afam,cauc,cauc,22.0,22.0,22.0,22.0,52.0,52.0,52.0,52.0
121151,female,cauc,1980 Q1,regular,regular+aide,,,467.0,571.0,,,513.0,532.0,,,non-free,,,,rural,rural,,,master,bachelor,,,level1,level1,,,12.0,28.0,,,cauc,cauc,,,31.0,31.0,,,65.0,64.0,,
121162,male,cauc,1980 Q3,regular+aide,,regular+aide,regular+aide,580.0,,627.0,702.0,576.0,,648.0,752.0,non-free,,non-free,non-free,suburban,,suburban,suburban,bachelor,,master,master,level1,,level1,level1,7.0,,19.0,19.0,cauc,,cauc,afam,22.0,,22.0,22.0,54.0,,54.0,54.0
121185,female,afam,1980 Q1,regular+aide,regular,regular,regular,437.0,533.0,596.0,622.0,513.0,557.0,639.0,626.0,free,non-free,non-free,non-free,inner-city,inner-city,inner-city,inner-city,master,master,master,bachelor,level1,level1,probation,probation,5.0,32.0,0.0,0.0,cauc,afam,afam,afam,11.0,11.0,11.0,11.0,33.0,33.0,33.0,33.0
121196,male,afam,1980 Q2,,small,,,,472.0,,,,479.0,,,,non-free,,,,rural,,,,bachelor,,,,apprentice,,,,2.0,,,,cauc,,,,23.0,,,,55.0,,
121215,male,cauc,1980 Q1,,,,small,,,,654.0,,,,678.0,,,,non-free,,,,rural,,,,bachelor,,,,level1,,,,14.0,,,,cauc,,,,41.0,,,,79.0
121228,male,cauc,1979 Q2,small,small,,,405.0,456.0,,,434.0,441.0,,,non-free,non-free,,,rural,rural,,,bachelor,master,,,apprentice,apprentice,,,2.0,2.0,,,cauc,cauc,,,12.0,12.0,,,34.0,34.0,,
121247,male,cauc,1980 Q1,small,,,,443.0,,,,528.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,14.0,,,,afam,,,,11.0,,,,21.0,,,
121257,female,afam,1980 Q3,small,,,,419.0,,,,454.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,10.0,,,,afam,,,,11.0,,,,18.0,,,
121275,male,cauc,1980 Q3,,regular,regular,,,533.0,566.0,,,578.0,572.0,,,non-free,non-free,,,suburban,suburban,,,master,bachelor,,,level1,level1,,,5.0,23.0,,,cauc,cauc,,,12.0,12.0,,,36.0,36.0,
121297,male,cauc,1980 Q1,small,,,,440.0,,,,489.0,,,,non-free,,,,urban,,,,bachelor,,,,apprentice,,,,1.0,,,,cauc,,,,27.0,,,,60.0,,,
121306,male,cauc,1980 Q3,regular,regular,regular,regular,400.0,445.0,494.0,582.0,459.0,474.0,523.0,556.0,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,probation,apprentice,5.0,12.0,2.0,1.0,cauc,cauc,cauc,cauc,19.0,19.0,19.0,19.0,47.0,47.0,47.0,47.0
121318,female,afam,1979 Q4,small,small,small,regular+aide,455.0,494.0,555.0,626.0,484.0,505.0,530.0,599.0,non-free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,apprentice,apprentice,level1,level1,2.0,13.0,31.0,26.0,cauc,afam,afam,afam,11.0,11.0,11.0,11.0,19.0,19.0,19.0,19.0
121345,female,cauc,1980 Q1,small,,,,467.0,,,,626.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,20.0,,,,cauc,,,,11.0,,,,17.0,,,
121354,male,cauc,1980 Q3,,regular+aide,,,,492.0,,,,529.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,29.0,,,,cauc,,,,28.0,,,,61.0,,
121369,male,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,448.0,540.0,557.0,588.0,449.0,477.0,543.0,550.0,free,free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,master,bachelor,,level1,level1,notladder,2.0,9.0,18.0,8.0,cauc,afam,cauc,afam,11.0,11.0,11.0,11.0,25.0,25.0,25.0,25.0
121391,male,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,492.0,629.0,659.0,675.0,513.0,557.0,607.0,663.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,specialist,bachelor,bachelor,level1,level1,level1,level1,13.0,18.0,33.0,7.0,cauc,cauc,cauc,cauc,39.0,39.0,39.0,39.0,75.0,75.0,75.0,75.0
121402,male,cauc,1980 Q3,,,,regular,,,,,,,,,,,,free,,,,urban,,,,master,,,,level1,,,,15.0,,,,cauc,,,,2.0,,,,2.0
121419,male,afam,1979 Q3,,regular,regular,regular,,519.0,564.0,614.0,,538.0,599.0,594.0,,non-free,non-free,non-free,,rural,rural,rural,,bachelor,master,bachelor,,apprentice,level1,level1,,2.0,12.0,5.0,,cauc,afam,cauc,,1.0,1.0,1.0,,1.0,1.0,1.0
121437,male,afam,1979 Q2,,small,,,,,,,,,,,,free,,,,suburban,,,,bachelor,,,,level1,,,,12.0,,,,cauc,,,,22.0,,,,52.0,,
121450,male,cauc,1980 Q3,regular,,,,400.0,,,,459.0,,,,non-free,,,,rural,,,,bachelor,,,,apprentice,,,,1.0,,,,cauc,,,,40.0,,,,76.0,,,
121472,male,cauc,1979 Q1,,regular+aide,regular+aide,regular+aide,,480.0,521.0,573.0,,518.0,557.0,606.0,,non-free,non-free,non-free,,inner-city,inner-city,inner-city,,bachelor,master,bachelor,,level1,level1,level1,,7.0,10.0,7.0,,cauc,cauc,cauc,,22.0,22.0,22.0,,53.0,53.0,53.0
121484,male,cauc,1980 Q2,regular,,,,416.0,,,,468.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,11.0,,,,cauc,,,,21.0,,,,49.0,,,
121499,male,cauc,1980 Q3,regular,regular,regular,small,456.0,521.0,582.0,604.0,489.0,532.0,559.0,596.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level1,level1,level1,11.0,20.0,11.0,4.0,cauc,cauc,cauc,cauc,21.0,21.0,21.0,21.0,49.0,49.0,49.0,49.0
121516,female,cauc,1980 Q2,,,regular+aide,regular+aide,,,,573.0,,,,594.0,,,non-free,non-free,,,suburban,suburban,,,bachelor,master,,,level1,apprentice,,,33.0,2.0,,,cauc,cauc,,,4.0,4.0,,,4.0,4.0
121533,male,cauc,1980 Q2,regular,regular+aide,,,,441.0,,,,458.0,,,non-free,free,,,rural,rural,,,bachelor,bachelor,,,level1,level1,,,13.0,21.0,,,cauc,cauc,,,41.0,41.0,,,79.0,79.0,,
121550,male,cauc,1980 Q2,regular+aide,regular,,,422.0,590.0,,,459.0,542.0,,,non-free,non-free,,,rural,rural,,,master,bachelor,,,level1,level1,,,5.0,6.0,,,cauc,cauc,,,12.0,12.0,,,34.0,34.0,,
121565,male,cauc,1980 Q2,regular+aide,regular,regular,,456.0,474.0,560.0,,463.0,486.0,552.0,,non-free,non-free,non-free,,rural,rural,rural,,bachelor,bachelor,bachelor,,level1,level1,apprentice,,13.0,12.0,2.0,,cauc,cauc,cauc,,32.0,32.0,32.0,,66.0,66.0,66.0,
121582,female,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,416.0,512.0,586.0,573.0,459.0,512.0,561.0,558.0,non-free,free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,apprentice,level1,level2,4.0,2.0,22.0,10.0,cauc,cauc,cauc,cauc,15.0,15.0,15.0,15.0,39.0,39.0,39.0,39.0
121596,male,cauc,1980 Q2,small,,,,410.0,,,,405.0,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,9.0,,,,cauc,,,,22.0,,,,53.0,,,
121612,male,cauc,1979 Q2,,regular,regular,,,,,,,461.0,,,,non-free,non-free,,,rural,rural,,,bachelor,master,,,probation,level3,,,0.0,18.0,,,cauc,cauc,,,35.0,35.0,,,70.0,70.0,
121633,female,afam,1980 Q1,small,small,small,small,480.0,509.0,602.0,636.0,547.0,557.0,674.0,648.0,free,non-free,free,free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,apprentice,apprentice,apprentice,3.0,1.0,2.0,3.0,cauc,cauc,cauc,cauc,18.0,18.0,18.0,18.0,44.0,44.0,44.0,44.0
121649,female,cauc,1980 Q1,,regular+aide,regular+aide,,,485.0,596.0,,,515.0,563.0,,,free,free,,,suburban,suburban,,,master,master,,,level1,level1,,,9.0,18.0,,,afam,cauc,,,11.0,11.0,,,25.0,25.0,
121659,male,cauc,1980 Q3,,,regular+aide,regular+aide,,,608.0,555.0,,,579.0,565.0,,,free,free,,,suburban,suburban,,,master,master,,,notladder,level1,,,22.0,15.0,,,cauc,cauc,,,28.0,28.0,,,61.0,61.0
121679,male,afam,1980 Q1,regular+aide,regular,,,461.0,483.0,,,536.0,490.0,,,non-free,non-free,,,inner-city,inner-city,,,bachelor,bachelor,,,level1,level1,,,20.0,27.0,,,afam,cauc,,,11.0,11.0,,,27.0,27.0,,
121694,male,cauc,1980 Q2,regular,,,,430.0,,,,468.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,10.0,,,,cauc,,,,35.0,,,,70.0,,,
121711,female,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,434.0,524.0,586.0,610.0,459.0,578.0,674.0,667.0,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,20.0,39.0,9.0,16.0,cauc,cauc,cauc,cauc,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0
121727,female,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,413.0,527.0,584.0,631.0,449.0,500.0,568.0,655.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,master,master,master,level1,level1,level1,level1,22.0,29.0,12.0,6.0,cauc,cauc,cauc,cauc,28.0,28.0,28.0,28.0,61.0,61.0,61.0,61.0
121738,male,,1980 Q3,,,regular+aide,,,,,,,,,,,,non-free,,,,suburban,,,,master,,,,notladder,,,,15.0,,,,cauc,,,,17.0,,,,41.0,
121753,male,afam,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,403.0,507.0,500.0,572.0,399.0,486.0,584.0,604.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,apprentice,apprentice,level2,11.0,1.0,1.0,11.0,cauc,afam,cauc,afam,18.0,18.0,18.0,18.0,45.0,45.0,45.0,45.0
121774,male,cauc,1980 Q2,small,small,small,small,467.0,553.0,614.0,624.0,473.0,526.0,721.0,636.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,master,probation,level1,level1,level1,8.0,20.0,19.0,13.0,cauc,cauc,cauc,cauc,17.0,17.0,17.0,17.0,41.0,41.0,41.0,41.0
121793,male,afam,1979 Q1,,,,small,,,,,,,,,,,,free,,,,suburban,,,,bachelor,,,,level1,,,,7.0,,,,afam,,,,18.0,,,,44.0
121802,female,cauc,1980 Q3,,,regular,,,,557.0,,,,632.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,12.0,,,,cauc,,,,1.0,,,,1.0,
121817,female,afam,1980 Q3,,,,regular+aide,,,,600.0,,,,593.0,,,,free,,,,inner-city,,,,master,,,,notladder,,,,3.0,,,,afam,,,,11.0,,,,28.0
121832,male,cauc,1979 Q4,,,,regular+aide,,,,693.0,,,,648.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,16.0,,,,cauc,,,,31.0,,,,64.0
121848,male,cauc,1980 Q4,,,small,small,,,669.0,713.0,,,648.0,700.0,,,non-free,non-free,,,suburban,suburban,,,bachelor,bachelor,,,level1,level1,,,5.0,5.0,,,cauc,cauc,,,18.0,18.0,,,43.0,43.0
121864,female,cauc,1979 Q4,,regular+aide,regular+aide,regular+aide,,448.0,505.0,549.0,,458.0,510.0,561.0,,free,,free,,urban,urban,urban,,bachelor,bachelor,bachelor,,notladder,level1,notladder,,0.0,12.0,31.0,,cauc,cauc,cauc,,20.0,20.0,20.0,,48.0,48.0,48.0
121889,female,cauc,1981 Q1,,,regular,regular,,,614.0,680.0,,,632.0,655.0,,,non-free,non-free,,,rural,rural,,,bachelor,master,,,level1,level1,,,18.0,6.0,,,cauc,cauc,,,31.0,31.0,,,64.0,64.0
121897,female,cauc,1979 Q3,,regular,regular,regular,,540.0,564.0,606.0,,510.0,568.0,558.0,,free,free,free,,suburban,suburban,suburban,,bachelor,bachelor,master,,probation,level1,level1,,1.0,8.0,15.0,,afam,cauc,afam,,22.0,22.0,22.0,,51.0,51.0,51.0
121917,female,cauc,1980 Q2,small,,,,388.0,,,,405.0,,,,free,,,,rural,,,,master,,,,level1,,,,9.0,,,,cauc,,,,9.0,,,,12.0,,,
121932,female,afam,1979 Q2,,,regular,,,,526.0,,,,538.0,,,,free,,,,inner-city,,,,bachelor,,,,probation,,,,2.0,,,,cauc,,,,11.0,,,,33.0,
121948,male,cauc,1980 Q2,regular,,,,422.0,,,,473.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,22.0,,,,cauc,,,,28.0,,,,61.0,,,
121966,male,amindian,1979 Q2,,,regular+aide,,,,508.0,,,,541.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,27.0,,,,cauc,,,,33.0,,,,67.0,
121978,female,afam,1980 Q3,,regular,regular,,,519.0,562.0,,,529.0,543.0,,,non-free,non-free,,,suburban,suburban,,,bachelor,bachelor,,,level1,notladder,,,3.0,4.0,,,afam,afam,,,11.0,11.0,,,24.0,24.0,
121999,female,afam,1980 Q1,regular,regular+aide,regular+aide,,461.0,536.0,608.0,,528.0,545.0,593.0,,free,free,free,,inner-city,inner-city,inner-city,,bachelor,bachelor,bachelor,,,level1,level1,,2.0,10.0,14.0,,cauc,cauc,cauc,,11.0,11.0,11.0,,32.0,32.0,32.0,
122017,male,afam,1979 Q1,,regular,regular,,,456.0,527.0,,,490.0,531.0,,,free,free,,,suburban,suburban,,,bachelor,bachelor,,,level1,notladder,,,5.0,12.0,,,afam,cauc,,,11.0,11.0,,,17.0,17.0,
122032,male,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,439.0,519.0,643.0,616.0,506.0,535.0,593.0,642.0,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,master,master,master,probation,level1,level1,level1,0.0,12.0,13.0,7.0,cauc,cauc,cauc,cauc,26.0,26.0,26.0,26.0,59.0,59.0,59.0,59.0
122047,female,afam,1979 Q1,,,regular+aide,regular+aide,,,547.0,580.0,,,528.0,559.0,,,free,free,,,suburban,suburban,,,master,bachelor,,,level1,level1,,,18.0,25.0,,,afam,afam,,,11.0,11.0,,,21.0,21.0
122058,female,cauc,1980 Q3,,regular+aide,regular+aide,regular+aide,,480.0,627.0,665.0,,538.0,632.0,645.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,master,bachelor,master,,level1,level1,apprentice,,29.0,33.0,2.0,,cauc,cauc,cauc,,4.0,4.0,4.0,,4.0,4.0,4.0
122074,male,afam,1979 Q3,,regular+aide,,,,472.0,,,,532.0,,,,free,,,,rural,,,,master,,,,level1,,,,9.0,,,,cauc,,,,34.0,,,,68.0,,
122089,male,cauc,1979 Q3,small,small,small,small,451.0,571.0,611.0,616.0,506.0,627.0,632.0,711.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,,apprentice,level1,level1,0.0,0.0,14.0,18.0,cauc,cauc,cauc,cauc,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
122104,female,cauc,1979 Q4,,regular,regular,regular,,564.0,573.0,612.0,,584.0,620.0,634.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,master,bachelor,master,,level1,apprentice,probation,,10.0,4.0,4.0,,cauc,cauc,cauc,,28.0,28.0,28.0,,61.0,61.0,61.0
122126,male,cauc,1979 Q2,,regular+aide,regular+aide,regular+aide,,512.0,596.0,636.0,,592.0,648.0,711.0,,free,free,free,,suburban,suburban,suburban,,master,master,master,,level1,level1,level1,,29.0,12.0,6.0,,cauc,cauc,cauc,,28.0,28.0,28.0,,61.0,61.0,61.0
122144,female,afam,1980 Q1,small,small,small,small,460.0,604.0,596.0,644.0,500.0,557.0,565.0,586.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,apprentice,level1,level1,21.0,3.0,4.0,13.0,cauc,cauc,cauc,afam,11.0,11.0,11.0,11.0,20.0,20.0,20.0,20.0
122150,male,cauc,1978 Q4,,regular,regular,regular,,499.0,555.0,564.0,,518.0,530.0,543.0,,free,free,free,,rural,rural,rural,,bachelor,bachelor,bachelor,,probation,level1,level1,,0.0,9.0,8.0,,cauc,cauc,cauc,,4.0,4.0,4.0,,5.0,5.0,5.0
122174,female,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,448.0,590.0,586.0,616.0,513.0,505.0,577.0,608.0,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,master,master,master,level1,level1,level1,level1,3.0,14.0,18.0,36.0,cauc,cauc,cauc,cauc,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0
122190,female,cauc,1980 Q2,small,,,,,,,,,,,,non-free,,,,urban,,,,master,,,,level1,,,,13.0,,,,cauc,,,,13.0,,,,37.0,,,
122206,female,cauc,1980 Q2,small,small,,,433.0,,,,484.0,505.0,,,free,non-free,,,rural,rural,,,master,master,,,level1,level1,,,15.0,12.0,,,cauc,cauc,,,35.0,35.0,,,70.0,70.0,,
122221,male,cauc,1980 Q2,,,regular+aide,,,,643.0,,,,659.0,,,,non-free,,,,suburban,,,,bachelor,,,,level1,,,,25.0,,,,cauc,,,,18.0,,,,46.0,
122233,male,afam,1980 Q3,regular+aide,,,,410.0,,,,454.0,,,,non-free,,,,inner-city,,,,bachelor,,,,level1,,,,9.0,,,,cauc,,,,22.0,,,,53.0,,,
122248,female,hispanic,1980 Q4,,regular,regular,regular,,536.0,637.0,,,627.0,611.0,,,non-free,non-free,,,urban,urban,urban,,bachelor,master,master,,level1,level1,level3,,20.0,15.0,16.0,,cauc,cauc,cauc,,6.0,6.0,6.0,,9.0,9.0,9.0
122266,male,afam,1980 Q3,regular+aide,regular,regular,,437.0,441.0,529.0,,463.0,484.0,543.0,,free,,free,,inner-city,inner-city,inner-city,,bachelor,bachelor,bachelor,,level1,level1,notladder,,11.0,14.0,32.0,,cauc,cauc,afam,,11.0,11.0,11.0,,31.0,31.0,31.0,
122287,female,cauc,1980 Q1,,regular,,,,497.0,,,,500.0,,,,free,,,,rural,,,,bachelor,,,,apprentice,,,,2.0,,,,cauc,,,,1.0,,,,1.0,,
122294,male,cauc,1979 Q4,,regular+aide,,,,651.0,,,,584.0,,,,non-free,,,,urban,,,,master,,,,level1,,,,14.0,,,,cauc,,,,7.0,,,,10.0,,
122317,female,cauc,1980 Q2,,,regular,,,,,,,,,,,,non-free,,,,suburban,,,,specialist,,,,level1,,,,15.0,,,,cauc,,,,17.0,,,,41.0,
122334,male,afam,1980 Q2,regular,,,,403.0,,,,405.0,,,,free,,,,inner-city,,,,bachelor,,,,apprentice,,,,1.0,,,,afam,,,,11.0,,,,22.0,,,
122348,male,afam,1980 Q2,regular,regular,regular,,391.0,501.0,512.0,,418.0,578.0,543.0,,free,free,free,,inner-city,inner-city,inner-city,,bachelor,bachelor,bachelor,,level1,probation,apprentice,,12.0,0.0,1.0,,cauc,afam,cauc,,18.0,18.0,18.0,,45.0,45.0,45.0,
122362,male,afam,1978 Q3,,,,small,,,,562.0,,,,577.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,21.0,,,,afam,,,,11.0,,,,15.0
122374,female,afam,1979 Q4,regular,,,,434.0,,,,528.0,,,,free,,,,suburban,,,,master,,,,level1,,,,24.0,,,,cauc,,,,18.0,,,,44.0,,,
122398,male,cauc,1980 Q2,regular+aide,,,,,,,,,,,,non-free,,,,rural,,,,bachelor,,,,level1,,,,10.0,,,,cauc,,,,34.0,,,,68.0,,,
122416,male,cauc,1979 Q1,,regular+aide,regular+aide,,,514.0,,,,549.0,,,,non-free,,,,suburban,suburban,,,bachelor,bachelor,,,level1,level1,,,20.0,12.0,,,cauc,afam,,,11.0,11.0,,,17.0,17.0,
122427,female,afam,1980 Q3,regular,regular+aide,,,427.0,512.0,,,444.0,493.0,,,free,free,,,urban,urban,,,bachelor,master,,,level1,level2,,,5.0,11.0,,,cauc,cauc,,,13.0,13.0,,,37.0,37.0,,
122442,female,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,428.0,540.0,608.0,604.0,513.0,553.0,603.0,642.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,7.0,9.0,8.0,15.0,cauc,cauc,cauc,cauc,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0
122457,male,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,403.0,514.0,591.0,665.0,463.0,532.0,590.0,645.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,bachelor,bachelor,,notladder,level1,level1,3.0,18.0,10.0,22.0,cauc,cauc,cauc,cauc,18.0,18.0,18.0,18.0,43.0,43.0,43.0,43.0
122474,female,cauc,1979 Q3,,,,regular,,,,631.0,,,,634.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,5.0,,,,cauc,,,,1.0,,,,1.0
122495,male,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,460.0,651.0,622.0,620.0,484.0,553.0,626.0,604.0,free,free,free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,apprentice,level1,level2,14.0,1.0,8.0,19.0,cauc,cauc,cauc,cauc,37.0,37.0,37.0,37.0,73.0,73.0,73.0,73.0
